axRightAxis,ayRightAxis,azRightAxis,gxRightAxis,gyRightAxis,gzRightAxis,axLeftAxis,ayLeftAxis,azLeftAxis,gxLeftAxis,gyLeftAxis,gzLeftAxis
0.056215426,0.164881799,0.002433381,162.9085892,113.1278526,1220.382979,0.033351184,0.169962355,0.011353674,278.8540644,64.09975042,1259.801085
0.046668375,0.19320216,0.002927125,100.4196039,66.12342462,936.7046192,0.02455509,0.209775514,0.005370746,82.52329157,45.54601338,996.0359674
0.074473883,0.219118053,0.005019101,84.97544909,152.2521417,1662.360556,0.090852323,0.225075389,0.004392991,47.46594533,153.5069923,1667.11414
