axRightAxis,ayRightAxis,azRightAxis,gxRightAxis,gyRightAxis,gzRightAxis,axLeftAxis,ayLeftAxis,azLeftAxis,gxLeftAxis,gyLeftAxis,gzLeftAxis
0.003919794,0.028403562,0.028192546,240.4162445,7.379244716,14.62668404,0.002121025,0.021707251,0.041366096,305.5351855,20.85525589,21.66911966
0.001605175,0.020865179,0.023867645,303.4644179,7.371817955,16.76819919,0.003475722,0.017855103,0.036021438,528.0062099,28.31683058,48.54699652
0.001536786,0.020308498,0.035409837,329.4275585,11.60476745,21.21108908,0.001729672,0.024182436,0.027646431,246.8457434,12.44071676,17.60011373
